"","post_id","count","dw_page_sk","dw_eff_dt","page_path_tx","conf_page_path_tx","page_hier_lvl1_nm","parent_page_sk","http_return_cd","nldt_type_cd","page_vertical_tx","dw_last_updt_ts","dw_load_ts","log_id","custom_id","blog_id","helpful_yn","message","ip_address","user_id","created_dt"
"150",59427,2,393208,2016-07-15,"blog/mortgages/best-cities-maryland-young-families","blog/mortgages/best-cities-maryland-young-families","Other",393208,200,"N","Other","2016-07-18 04:17:23","2016-01-14 06:20:56",157023,0,1,"yes","Links to real estate sites would be great!","76.3.153.76",0,2016-05-29
"151",59586,1,390359,2016-07-15,"blog/credit-cards/business-credit-card-credit","blog/credit-cards/business-credit-card-credit","Credit Cards",390359,200,"L","Credit Cards","2016-07-18 04:17:23","2015-12-22 08:37:51",160413,0,1,"yes","No","100.9.97.146",0,2016-06-09
"152",59601,6,369809,2016-07-15,"blog/banking/payday-loans-safer-sources-quick-cash","blog/banking/payday-loans-safer-sources-quick-cash","Banking",369809,200,"L","Banking","2016-07-18 04:17:23","2015-09-15 08:23:58",161415,0,1,"yes","I need to borrow 300 dollars YESTERDAY!!!!!","205.166.21.15",0,2016-06-13
"153",59601,6,369809,2016-07-15,"blog/banking/payday-loans-safer-sources-quick-cash","blog/banking/payday-loans-safer-sources-quick-cash","Banking",369809,200,"L","Banking","2016-07-18 04:17:23","2015-09-15 08:23:58",161721,0,1,"no","I was looking for an alternative non credit solution similar to a payday loan","162.226.173.108",0,2016-06-14
"154",59683,1,397872,2016-07-15,"blog/credit-cards/southwest-credit-card-50000point-save-thousands","blog/credit-cards/southwest-credit-card-50000point-save-thousands","Credit Cards",397872,200,"D","Credit Cards","2016-07-18 04:17:23","2016-02-11 06:05:19",151823,0,1,"yes","Very informative","45.26.37.165",0,2016-05-04
"155",59953,4,351131,2016-07-15,"blog/credit-cards/credit-card-declined-4-common-reasons","blog/credit-cards/credit-card-declined-4-common-reasons","Credit Cards",351131,200,"L","Credit Cards","2016-07-18 04:17:23","2015-08-20 08:18:08",155803,0,1,"yes","johndavid71@naij.com      precious123","23.235.227.108",0,2016-05-24
"156",60143,15,346482,2016-07-15,"blog/banking/opening-child-first-bank-account","blog/banking/opening-child-first-bank-account","Banking",346482,200,"L","Banking","2016-07-18 04:17:23","2015-07-31 08:17:54",158845,0,1,"yes","Can you please describe in greater detail how to open a savings account? What is the difference between checking, saving...etc accounts?","98.212.200.27",0,2016-06-04
"157",60143,15,346482,2016-07-15,"blog/banking/opening-child-first-bank-account","blog/banking/opening-child-first-bank-account","Banking",346482,200,"L","Banking","2016-07-18 04:17:23","2015-07-31 08:17:54",154041,0,1,"yes","I love love love Nerd Wallet....it&#039;s my &quot;go to&quot; !!","68.52.68.8",0,2016-05-12
"158",60143,15,346482,2016-07-15,"blog/banking/opening-child-first-bank-account","blog/banking/opening-child-first-bank-account","Banking",346482,200,"L","Banking","2016-07-18 04:17:23","2015-07-31 08:17:54",159357,0,1,"yes","I understand some of what they are saying but my daughter is only 1 and I want to make sure is all set in life","73.219.245.11",0,2016-06-06
"159",60143,15,346482,2016-07-15,"blog/banking/opening-child-first-bank-account","blog/banking/opening-child-first-bank-account","Banking",346482,200,"L","Banking","2016-07-18 04:17:23","2015-07-31 08:17:54",159245,0,1,"no","it don&#039;t recommend ay bank","98.216.32.245",0,2016-06-06
"160",60143,15,346482,2016-07-15,"blog/banking/opening-child-first-bank-account","blog/banking/opening-child-first-bank-account","Banking",346482,200,"L","Banking","2016-07-18 04:17:23","2015-07-31 08:17:54",157577,0,1,"no","It didn&#039;t say what it was supposed to.","24.241.34.238",0,2016-05-31
"161",60143,15,346482,2016-07-15,"blog/banking/opening-child-first-bank-account","blog/banking/opening-child-first-bank-account","Banking",346482,200,"L","Banking","2016-07-18 04:17:23","2015-07-31 08:17:54",155364,0,1,"yes","Now i can do this!","209.242.141.60",0,2016-05-17
"162",60143,15,346482,2016-07-15,"blog/banking/opening-child-first-bank-account","blog/banking/opening-child-first-bank-account","Banking",346482,200,"L","Banking","2016-07-18 04:17:23","2015-07-31 08:17:54",153031,0,1,"yes","How much do you have to have to open the child&#039;s account and do you have to deposit each month?","73.5.123.33",0,2016-05-09
"163",60211,1,350610,2015-08-19,"blog/credit-cards/worst-prepaid-debit-cards-teenagers","blog/credit-cards/worst-prepaid-debit-cards-teenagers","Credit Cards",350610,301,"D","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",155586,0,1,"yes","Gave me just the info I needed to make a good choice.  Thanks!","76.21.67.85, 76.21.67.85",0,2016-05-21
"164",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",154314,0,1,"no","not enough info","76.123.173.173",0,2016-05-13
"165",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",151728,0,1,"no","Very one sided and extreme use cases","198.80.42.100",0,2016-05-03
"166",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",160463,0,1,"no","It didn&#039;t answer my answer","174.73.106.43",0,2016-06-10
"167",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",155279,0,1,"yes","No","67.177.59.0",0,2016-05-16
"168",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",160361,0,1,"yes","wheres the work sheet i need to do?","100.7.16.128",0,2016-06-09
"169",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",159828,0,1,"no","I need to know what the maximum amount is","174.19.212.118",0,2016-06-07
"170",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",163332,0,1,"yes","Very useful","73.85.205.57",0,2016-06-20
"171",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",163755,0,1,"no","If you illustrate with Bill figures it would be easy to understand","1.22.9.45",0,2016-06-21
"172",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",156579,0,1,"yes","Thanks for making people aware, most read the fine print","75.136.192.182",0,2016-05-27
"173",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",161188,0,1,"yes","Yes, I find this article very helpful , it is information in here that i did not know about having a credit card , that is why i do not have one, but my feedback is that iff you know that you can not afford to have a credit card do not purchase,one , people sometime get credit cards just to have one and abusing them severely ,please stop doing this if you know you are not mature enough to handle them , you do not realize that it hurts your credit score up when you do not make your minimum payment on time.","75.137.20.209",0,2016-06-12
"174",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",146986,0,1,"no","Did not answer my question.","107.138.248.97",0,2016-04-28
"175",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",163127,0,1,"yes","Thanks! Very helpful!","67.198.78.120",0,2016-06-19
"176",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",154174,0,1,"no","u suck","64.114.222.114",0,2016-05-12
"177",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",159949,0,1,"no","to wordy","158.123.138.90",0,2016-06-08
"178",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",152983,0,1,"no","SDFGHJKL","64.239.200.40",0,2016-05-09
"179",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",156296,0,1,"no","Do I have to pay the whole amount back before the card reloads","76.17.17.236",0,2016-05-26
"180",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",159651,0,1,"yes","Very informative.  Some things I did not know. I will be more careful with my credit card from now on.","97.82.97.230",0,2016-06-07
"181",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",152144,0,1,"yes","i needed this for a project and it helped a little thanks","204.10.219.34",0,2016-05-05
"182",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",162120,0,1,"no","Add a section for the result where you stop charging your cards and keep paying minimum payment to clear off the debt on that particular card\n","108.161.24.109",0,2016-06-15
"183",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",158277,0,1,"yes","helped me understand the more i pay on the least i have to worry about my credit score dropping.","71.15.87.51",0,2016-06-02
"184",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",160520,0,1,"yes","Thanks! It helps alot","182.18.227.159",0,2016-06-10
"185",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",157342,0,1,"yes","No","66.87.133.125",0,2016-05-31
"186",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",160191,0,1,"no","Kept scaring the crap out of me. Could have said some nice things or at least said the harsh things in a nice way. Jeez","66.87.76.172",0,2016-06-09
"187",60556,36,395357,2016-07-15,"blog/credit-cards/minimum-payment-credit-card","blog/credit-cards/minimum-payment-credit-card","Credit Cards",395357,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",153370,0,1,"no","You said what shouldn&#039;t. What&#039;s the alternative","129.8.28.89",0,2016-05-10
"188",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",159643,0,1,"no","How do I get my money off the card. How do make it into an ATM card cause I have to pay rent and they do not take this card","66.87.133.254",0,2016-06-07
"189",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",153682,0,1,"yes","Great info CEO Steven Craig shopnick American express is the best credit card in the world.","172.58.168.93",0,2016-05-11
"190",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",160561,0,1,"yes","It&#039;s a way for me to make the best offer for me.","66.87.114.185",0,2016-06-10
"191",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",152693,0,1,"yes","No","68.8.77.246",0,2016-05-07
"192",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",144842,0,1,"no","Was asking how much money does card hold","66.87.70.20",0,2016-04-26
"193",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",152549,0,1,"no","At he v","108.74.178.66",0,2016-05-07
"194",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",160683,0,1,"no","WHY AMERICAN EXPRESS SERVE DOSEN&#039;T WORK IN OTHER COUNTRIES?","186.86.44.243",0,2016-06-10
"195",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",157888,0,1,"no","Did not explain in depth about amex serve","64.134.197.151",0,2016-06-01
"196",60777,13,396932,2016-07-15,"blog/banking/american-express-serve-prepaid-debit-card","blog/banking/american-express-serve-prepaid-debit-card","Banking",396932,200,"D","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",161830,0,1,"yes","Nope","24.102.68.12",0,2016-06-15
"197",60974,2,399195,2016-07-15,"blog/credit-cards/gm-credit-card-offers-unlimited-points-drops-expiration-dates","blog/credit-cards/gm-credit-card-offers-unlimited-points-drops-expiration-dates","Credit Cards",399195,200,"D","Credit Cards","2016-07-18 04:17:23","2016-02-25 06:06:41",160713,0,1,"no","does not allude if dealers know you have the discount and increase sale price","107.134.243.49",0,2016-06-10
"198",61015,1,350443,2016-07-15,"blog/credit-cards/business-credit-card-personal-guarantee-explained","blog/credit-cards/business-credit-card-personal-guarantee-explained","Credit Cards",350443,200,"L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",162430,0,1,"no","it no help me cause it dum no ofense sorry for grammer im just lazy today fix this now or i die jk lol Well Please improve.","74.74.163.26",0,2016-06-17
"199",61174,3,393529,2016-07-15,"blog/mortgages/best-towns-new-jersey-young-families","blog/mortgages/best-towns-new-jersey-young-families","Mortgages",393529,200,"N","Mortgages","2016-07-18 04:17:23","2016-01-14 06:20:56",152576,0,1,"no","where were the rest of the results? Only see 10.","73.97.74.178",0,2016-05-07
"200",61206,1,350814,2016-07-15,"blog/credit-cards/closing-unused-credit-card-hurt-credit-score","blog/credit-cards/closing-unused-credit-card-hurt-credit-score","Credit Cards",350814,200,"L","Credit Cards","2016-07-18 04:17:23","2015-08-20 08:18:08",152806,0,1,"yes","No","207.255.209.15",0,2016-05-08
"201",61229,3,394895,2016-07-15,"blog/taxes/top-5-best-states-alcohol-taxes","blog/taxes/top-5-best-states-alcohol-taxes","Taxes",394895,200,"N","Taxes","2016-07-18 04:17:23","2016-01-28 05:57:18",156751,0,1,"yes","Improve it by calculating sales taxes if any to tweak results.","148.74.243.100",0,2016-05-28
"202",61229,3,394895,2016-07-15,"blog/taxes/top-5-best-states-alcohol-taxes","blog/taxes/top-5-best-states-alcohol-taxes","Taxes",394895,200,"N","Taxes","2016-07-18 04:17:23","2016-01-28 05:57:18",155067,0,1,"yes","WA has odd spirits taxes per bottle PLUS other taxes.  The total is probably the 41.3%.","24.113.93.52",0,2016-05-16
"203",61374,5,395733,2016-07-15,"blog/credit-cards/too-many-credit-cards-hurt-fico-score","blog/credit-cards/too-many-credit-cards-hurt-fico-score","Credit Cards",395733,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",161335,0,1,"yes","Do personal unsecured loans help with your FICO score?","76.173.146.16",0,2016-06-13
"204",61374,5,395733,2016-07-15,"blog/credit-cards/too-many-credit-cards-hurt-fico-score","blog/credit-cards/too-many-credit-cards-hurt-fico-score","Credit Cards",395733,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",162995,0,1,"no","How many accounts is too many seems like a reasonable question. The article wasn&#039;t nearly specific enough.","174.52.144.217",0,2016-06-18
"205",61374,5,395733,2016-07-15,"blog/credit-cards/too-many-credit-cards-hurt-fico-score","blog/credit-cards/too-many-credit-cards-hurt-fico-score","Credit Cards",395733,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",163043,0,1,"yes","Thank YOU! :)","162.193.233.53",0,2016-06-18
"206",61374,5,395733,2016-07-15,"blog/credit-cards/too-many-credit-cards-hurt-fico-score","blog/credit-cards/too-many-credit-cards-hurt-fico-score","Credit Cards",395733,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",163045,0,1,"yes","I was told to quit getting cards at stores that I regularly shop at because it makes my credit revolving, I don&#039;t want to get a regular credit card because I usually pay in cash at other places. Is this wrong?","98.168.252.20",0,2016-06-18
"207",61374,5,395733,2016-07-15,"blog/credit-cards/too-many-credit-cards-hurt-fico-score","blog/credit-cards/too-many-credit-cards-hurt-fico-score","Credit Cards",395733,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",159051,0,1,"no","Much to vague","208.68.22.50",0,2016-06-05
"208",61527,1,395722,2016-01-28,"blog/finance/credit-score/error-credit-report-5-steps-fix","blog/finance/credit-score/error-credit-report-5-steps-fix","Credit Cards",395722,404,"L","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35",155745,0,1,"yes","no I don&#039;t I just need this for a final","70.251.179.71",0,2016-05-24
"209",61633,4,508635,2016-07-15,"blog/credit-cards/whats-difference-authorized-user-cosigner-credit-card","blog/credit-cards/whats-difference-authorized-user-cosigner-credit-card","Credit Cards",508635,200,"L","Credit Cards","2016-07-18 04:17:23","2016-05-06 05:20:15",163198,0,1,"yes","My wife died March 1,2016.  Wells Fargo was informed within a few days of her death and now they say that I am a co-signer for her card.  I never signed anthing and the account now has been changed to my name only and has a new account number.  I told them to stop the account and that I would not pay them anything.  What can they do to me if I live in Colorado.  Can Wells Fargo take money out of my Wells Fargo checking account?  Can they attach my Social Security Disability account and can they put a lean on my mortgaged house?","174.24.11.69",0,2016-06-19
"210",61633,4,508635,2016-07-15,"blog/credit-cards/whats-difference-authorized-user-cosigner-credit-card","blog/credit-cards/whats-difference-authorized-user-cosigner-credit-card","Credit Cards",508635,200,"L","Credit Cards","2016-07-18 04:17:23","2016-05-06 05:20:15",151943,0,1,"yes","This will be an option should my son fails to qualify for his own credit card for college.","73.70.124.178",0,2016-05-04
"211",61633,4,508635,2016-07-15,"blog/credit-cards/whats-difference-authorized-user-cosigner-credit-card","blog/credit-cards/whats-difference-authorized-user-cosigner-credit-card","Credit Cards",508635,200,"L","Credit Cards","2016-07-18 04:17:23","2016-05-06 05:20:15",159997,0,1,"yes","Excellent","69.249.219.228",0,2016-06-08
"212",61707,2,394988,2016-07-15,"blog/mortgages/home-search/best-places-colorado-job-seekers","blog/mortgages/home-search/best-places-colorado-job-seekers","Mortgages",394988,200,"N","Mortgages","2016-07-18 04:17:23","2016-01-26 05:55:09",159596,0,1,"yes","Relocating from Ohio to Colorado.  Madyer&#039;s in Education, 35 yrs of teaching and 3 years teaching college level courses.  Am I employable at a university level?","70.194.206.186",0,2016-06-07
"213",61839,1,393488,2016-07-16,"blog/mortgages/best-towns-mississippi-young-families","blog/mortgages/best-towns-mississippi-young-families","Mortgages",393488,200,"L","Mortgages","2016-07-18 04:17:23","2016-01-15 06:04:37",148464,0,1,"no","Oxford should have been one of the highest in the top 10!  We are one of the fastest growing cities in the US.  We have a great school system!  Are you crazy?","170.253.166.19",0,2016-04-30
"214",61855,8,350289,2016-07-15,"blog/credit-cards/15000-credit-card-debt","blog/credit-cards/15000-credit-card-debt","Credit Cards",350289,200,"N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",152490,0,1,"yes","on #4 you should provide information on how to find good consolidation services.  Otherwise great article.","173.13.70.213",0,2016-05-06
"215",61855,8,350289,2016-07-15,"blog/credit-cards/15000-credit-card-debt","blog/credit-cards/15000-credit-card-debt","Credit Cards",350289,200,"N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",152016,0,1,"yes","How long will it take to pay off 15000 @ 9.74 interest","173.31.168.31",0,2016-05-04
"216",61855,8,350289,2016-07-15,"blog/credit-cards/15000-credit-card-debt","blog/credit-cards/15000-credit-card-debt","Credit Cards",350289,200,"N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",153828,0,1,"yes","To each person with a credit card, please do not use it unless you can pay off the amount  when you get your statement. It is not a good feeling when you cannot pay your debt. It makes me feel sick inside. Use a card only when it is absolutely necessary.","174.118.20.99",0,2016-05-11
"217",61855,8,350289,2016-07-15,"blog/credit-cards/15000-credit-card-debt","blog/credit-cards/15000-credit-card-debt","Credit Cards",350289,200,"N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",151810,0,1,"yes","Thanks!","70.27.112.150",0,2016-05-04
"218",61855,8,350289,2016-07-15,"blog/credit-cards/15000-credit-card-debt","blog/credit-cards/15000-credit-card-debt","Credit Cards",350289,200,"N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",146993,0,1,"no","just want to know how much interest I pay on the monthly balance","192.75.48.8",0,2016-04-28
"219",61855,8,350289,2016-07-15,"blog/credit-cards/15000-credit-card-debt","blog/credit-cards/15000-credit-card-debt","Credit Cards",350289,200,"N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",158977,0,1,"no","I asked what would my payments be on 15,000.00","70.214.40.125",0,2016-06-04
"220",61865,2,193179,2016-07-16,"blog/reviews/credit-debit-atm-card-stolen","blog/reviews/credit-debit-atm-card-stolen","Other",193179,404,"N","Other","2016-07-18 04:17:23","2015-03-07 03:51:35",152342,0,1,"yes","Thanks for the information a friend of mine bank account was compromised without the atm card thieves are getting more slick by the second there has to be better security on these bank accounts how can people survive with all these threats and this chip on the card is a joke police needs to step up their game this pure bull how do you feed your children in the next 48 hours its wrong your money should be put back after you talk to customers service with pnc banks or any bank in minutes this is not write anyway thank you nerd wallet\n","172.56.26.71",0,2016-05-06
"221",61865,2,193179,2016-07-16,"blog/reviews/credit-debit-atm-card-stolen","blog/reviews/credit-debit-atm-card-stolen","Other",193179,404,"N","Other","2016-07-18 04:17:23","2015-03-07 03:51:35",145293,0,1,"no","yeeeeee","204.122.111.254",0,2016-04-26
"222",61873,1,351307,2016-07-15,"blog/credit-cards/common-credit-card-mistakes-college-students-avoid","blog/credit-cards/common-credit-card-mistakes-college-students-avoid","Credit Cards",351307,200,"L","Credit Cards","2016-07-18 04:17:23","2015-08-21 08:18:06",152468,0,1,"no","originality\n","24.180.251.38",0,2016-05-06
"223",62109,3,350449,2016-07-15,"blog/credit-cards/pros-cons-shopping-credit-card","blog/credit-cards/pros-cons-shopping-credit-card","Credit Cards",350449,200,"L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",157825,0,1,"yes","It helped\n","96.5.120.250",0,2016-06-01
"224",62165,5,395392,2016-07-15,"blog/credit-cards/denied-credit-card-high-debttoincome-ratio","blog/credit-cards/denied-credit-card-high-debttoincome-ratio","Credit Cards",395392,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",156699,0,1,"yes","Thank you for helping me get my credit back to where it should be","108.54.220.26",0,2016-05-28
"225",62165,5,395392,2016-07-15,"blog/credit-cards/denied-credit-card-high-debttoincome-ratio","blog/credit-cards/denied-credit-card-high-debttoincome-ratio","Credit Cards",395392,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",162414,0,1,"no","Not all debt to income is credit cards. I have high debt to income because of student loans from medical school.","172.58.137.149",0,2016-06-16
"226",62165,5,395392,2016-07-15,"blog/credit-cards/denied-credit-card-high-debttoincome-ratio","blog/credit-cards/denied-credit-card-high-debttoincome-ratio","Credit Cards",395392,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",152471,0,1,"no","What about assets, particularly liquid assets.  Stupid cc companies don&#039;t really seem to understand finance which is funny considering their business...","98.255.252.162",0,2016-05-06
"227",62165,5,395392,2016-07-15,"blog/credit-cards/denied-credit-card-high-debttoincome-ratio","blog/credit-cards/denied-credit-card-high-debttoincome-ratio","Credit Cards",395392,200,"L","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",156428,0,1,"no","Cutting doesn&#039;t work","99.109.9.145",0,2016-05-27
"228",62885,1,350540,2016-07-15,"blog/credit-cards/earn-airline-miles-points-booking-orbitz-expedia","blog/credit-cards/earn-airline-miles-points-booking-orbitz-expedia","Credit Cards",350540,200,"L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59",162817,0,1,"yes","Thanks!","188.55.119.136",0,2016-06-18
"229",63029,14,395309,2016-07-15,"blog/credit-cards/credit-card-cancelled-due-inactivity","blog/credit-cards/credit-card-cancelled-due-inactivity","Credit Cards",395309,200,"N","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",154888,0,1,"no","I am trying to find out if I got a Home Depot credit card. How long would it take before it was canceled due to inactivity.","64.134.99.143",0,2016-05-15
"230",63029,14,395309,2016-07-15,"blog/credit-cards/credit-card-cancelled-due-inactivity","blog/credit-cards/credit-card-cancelled-due-inactivity","Credit Cards",395309,200,"N","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",161058,0,1,"yes","This wasn&#039;t actually what I was looking for, but it was informative just the same.","174.96.200.5",0,2016-06-12
"231",63029,14,395309,2016-07-15,"blog/credit-cards/credit-card-cancelled-due-inactivity","blog/credit-cards/credit-card-cancelled-due-inactivity","Credit Cards",395309,200,"N","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",157999,0,1,"yes","Great advice. Will definetely use it to my advantage","172.56.30.122",0,2016-06-02
"232",63029,14,395309,2016-07-15,"blog/credit-cards/credit-card-cancelled-due-inactivity","blog/credit-cards/credit-card-cancelled-due-inactivity","Credit Cards",395309,200,"N","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02",146242,0,1,"no","How long must it be. Inactive\nBefore they canceled","207.228.78.182",0,2016-04-27
